0,6,3,174
1,6,1,217
2,16,2,311
3,8,1,39
4,12,1,320
5,5,4,166
6,1,4,280
7,19,4,47
8,2,3,100
9,4,2,164
10,16,3,100
11,14,1,366
12,13,3,464
13,17,1,71
14,17,3,367
15,4,1,133
16,1,5,417
17,5,5,241
18,7,1,290
19,12,2,330
20,4,5,153
21,11,5,281
22,15,2,232
23,15,4,50
24,1,5,28
25,1,3,335
26,13,1,59
27,18,4,256
28,3,3,64
29,7,3,122
30,17,4,325
31,9,3,283
32,11,1,408
33,18,2,383
34,19,2,14
35,18,1,439
36,20,3,419
37,12,2,161
38,13,4,401
39,7,3,378
40,19,2,289
41,7,4,57
42,10,1,219
43,1,4,159
44,4,4,136
45,17,4,170
46,3,2,457
47,14,5,250
48,18,5,158
49,9,4,345
50,20,2,435
51,20,4,462
52,3,4,136
53,14,3,483
54,6,1,40
55,14,5,355
56,8,1,353
57,7,1,97
58,2,5,167
59,9,2,101
60,10,4,300
61,8,3,271
62,8,3,83
63,11,5,242
64,5,2,213
65,16,5,219
66,16,2,36
67,2,3,367
68,12,5,488
69,7,2,83
70,7,4,157
71,6,4,23
72,16,2,25
73,18,3,273
74,8,4,381
75,11,1,447
76,7,4,482
77,18,5,262
78,5,5,253
79,14,5,39
80,15,5,454
81,9,4,371
82,18,1,225
83,20,2,244
84,19,5,91
85,3,2,122
86,9,1,480
87,9,3,353
88,19,3,111
89,3,3,342
90,19,3,50
91,10,1,294
92,15,4,441
93,1,4,239
94,9,3,290
95,3,2,144
96,3,2,323
97,16,2,186
98,16,3,198
99,1,3,460
100,13,5,161
101,10,1,16
102,18,2,155
103,3,1,396
104,19,5,257
105,1,3,204
106,16,1,352
107,18,1,374
108,20,5,283
109,16,2,53
110,11,2,193
111,3,5,377
112,14,1,398
113,17,4,342
114,13,1,170
115,9,1,10
116,11,1,241
117,6,4,264
118,4,2,134
119,14,5,477
120,2,5,245
121,18,1,256
122,6,4,139
123,16,4,44
124,18,5,307
125,13,5,322
126,14,1,432
127,11,3,251
128,20,5,467
129,4,4,420
130,12,4,420
131,17,5,233
132,5,4,147
133,4,2,305
134,12,5,213
135,5,5,66
136,1,5,338
137,16,3,74
138,1,2,364
139,18,1,14
140,1,1,107
141,1,2,441
142,15,3,20
143,10,5,372
144,6,3,314
145,12,5,116
146,10,4,294
147,18,1,204
148,9,3,382
149,17,1,500
150,15,1,335
151,14,4,16
152,14,4,334
153,20,1,436
154,14,1,105
155,13,4,255
156,20,3,459
157,2,3,464
158,3,2,224
159,12,3,274
160,17,5,350
161,9,2,208
162,16,5,282
163,4,5,446
164,8,4,417
165,3,5,254
166,19,2,71
167,4,2,362
168,9,2,269
169,11,3,469
170,2,2,240
171,13,3,304
172,10,2,412
173,11,1,61
174,7,4,377
175,2,5,283
176,14,4,234
177,19,2,268
178,13,1,451
179,8,3,301
180,8,3,183
181,9,2,116
182,18,1,470
183,11,1,330
184,11,2,426
185,18,5,317
186,18,3,354
187,12,4,487
188,8,4,385
189,11,1,481
190,16,5,439
191,8,4,408
192,2,2,387
193,1,1,269
194,15,5,449
195,12,2,90
196,17,4,185
197,3,2,490
198,9,4,313
199,11,5,205
200,13,4,240
201,20,3,152
202,14,3,314
203,14,2,360
204,18,1,31
205,3,2,21
206,18,5,95
207,9,3,239
208,16,2,487
209,19,3,206
210,11,2,347
211,11,3,450
212,10,1,374
213,16,4,377
214,15,4,250
215,10,5,168
216,20,5,98
217,9,1,478
218,7,5,459
219,17,3,90
220,9,5,438
221,10,3,209
222,2,2,238
223,9,4,106
224,8,4,217
225,2,2,198
226,3,1,267
227,1,1,43
228,12,3,98
229,6,4,267
230,8,3,335
231,3,5,362
232,8,4,201
233,14,2,158
234,14,3,157
235,8,3,215
236,19,2,344
237,20,1,360
238,3,5,374
239,17,4,194
240,15,1,357
241,14,2,361
242,9,5,473
243,17,2,406
244,2,3,439
245,16,1,162
246,8,5,125
247,13,4,288
248,18,2,393
249,15,2,84
250,17,2,233
251,17,1,370
252,5,2,280
253,20,1,416
254,4,5,227
255,14,4,442
256,18,4,308
257,13,4,464
258,3,2,295
259,2,2,265
260,4,1,457
261,11,4,316
262,11,1,23
263,9,5,119
264,18,3,270
265,3,5,467
266,11,2,359
267,18,4,428
268,16,4,412
269,6,5,79
270,8,4,45
271,15,1,218
272,19,3,274
273,1,1,308
274,20,2,370
275,12,3,206
276,5,5,106
277,18,4,333
278,17,1,16
279,14,5,130
280,20,1,20
281,8,4,229
282,12,4,378
283,18,4,76
284,12,4,433
285,20,1,239
286,15,5,47
287,20,5,334
288,5,3,106
289,7,4,494
290,1,4,134
291,7,2,104
292,2,3,186
293,15,1,233
