0,9,4,140
1,17,1,174
2,18,4,325
3,3,1,318
4,8,5,247
5,17,1,190
6,19,3,42
7,6,2,13
8,14,5,322
9,3,4,66
10,6,3,423
11,7,5,115
12,1,3,342
13,1,4,269
14,16,2,209
15,11,1,460
16,19,3,205
17,10,1,116
18,9,5,247
19,2,2,424
20,7,5,284
21,12,2,174
22,20,1,391
23,20,4,130
24,11,4,191
25,19,3,469
26,5,4,455
27,3,1,345
28,16,1,436
29,2,5,320
30,9,3,463
31,4,5,37
32,18,3,123
33,14,2,402
34,2,3,274
35,3,4,266
36,11,2,434
37,9,1,426
38,1,3,298
39,7,4,260
40,14,4,203
41,18,5,409
42,2,2,228
43,9,4,95
44,6,3,177
45,10,1,385
46,18,2,440
47,14,4,122
48,5,3,90
49,16,5,304
50,7,4,237
51,15,1,154
52,13,3,262
53,19,4,19
54,12,5,477
55,11,1,343
56,6,1,179
57,11,2,454
58,15,1,353
59,7,3,76
60,7,3,85
61,5,5,263
62,6,5,89
63,1,4,403
64,12,2,439
65,10,1,134
66,8,3,15
67,6,5,108
68,17,2,189
69,10,1,377
70,19,4,486
71,5,2,458
72,15,2,295
73,6,5,76
74,8,5,245
75,8,3,274
76,3,3,187
77,6,4,306
78,16,5,476
79,9,1,219
80,2,2,31
81,10,1,437
82,17,2,292
83,2,3,76
84,12,4,432
85,8,2,237
86,15,5,152
87,15,2,367
88,10,1,93
89,7,2,143
90,9,2,360
91,10,5,159
92,8,4,44
93,10,2,87
94,6,4,96
95,17,4,201
96,17,5,70
97,5,3,328
98,15,1,208
99,11,3,166
100,13,5,223
101,4,1,198
102,3,1,388
103,3,1,257
104,1,3,127
105,18,2,249
106,2,3,217
107,17,5,385
108,13,4,25
109,8,2,300
110,17,1,287
111,3,3,347
112,8,5,387
113,1,2,300
114,5,4,381
115,6,4,66
116,7,3,304
117,4,1,293
118,5,1,260
119,5,4,263
120,2,2,234
121,1,3,460
122,19,1,409
123,18,5,468
124,2,3,316
125,11,1,269
126,2,5,75
127,2,5,278
128,19,1,315
129,1,3,471
130,14,5,436
131,12,2,482
132,15,1,154
133,3,5,75
134,5,1,199
135,15,2,434
136,6,4,166
137,17,3,457
138,18,1,174
139,15,5,35
140,19,4,370
141,17,5,167
142,4,1,31
143,19,5,397
144,10,5,402
145,17,4,274
146,1,1,73
147,8,3,389
148,2,1,271
149,3,1,159
150,19,3,408
151,9,1,464
152,16,2,310
153,1,1,66
154,8,2,74
155,5,2,291
156,5,5,211
157,12,3,500
158,13,4,404
159,7,4,418
160,14,5,358
161,14,4,341
162,15,3,418
163,9,5,453
164,5,2,26
165,16,4,174
166,6,3,235
167,16,5,217
168,16,3,94
169,20,5,455
170,16,1,326
171,2,2,167
172,13,2,169
173,1,4,492
174,17,2,57
175,9,2,444
176,4,3,293
177,13,5,261
178,19,4,352
179,17,5,12
180,19,4,484
181,13,1,398
182,6,2,453
183,11,4,320
184,6,1,208
185,18,4,465
186,12,5,339
187,13,5,407
188,5,2,87
189,5,5,426
190,4,5,66
191,14,3,122
192,9,4,119
193,6,3,192
194,11,4,292
195,14,4,35
196,2,3,63
197,11,5,197
198,8,3,54
199,16,1,453
200,1,4,289
201,3,1,148
202,18,2,257
203,10,1,130
204,8,1,27
205,14,4,75
206,18,1,75
207,12,1,164
208,2,2,248
209,19,4,431
210,20,4,58
211,12,3,418
212,3,5,496
213,1,5,478
214,15,1,198
215,16,3,273
216,20,4,76
217,20,5,249
218,17,3,390
219,11,1,422
220,6,5,344
221,11,1,398
222,15,2,371
