0,15,2,56
1,5,1,348
2,6,1,194
3,3,3,374
4,16,3,294
5,7,2,337
6,5,2,431
7,16,2,447
8,18,4,287
9,14,5,124
10,19,2,133
11,7,5,357
12,7,1,84
13,15,3,485
14,14,3,41
15,13,4,47
16,7,2,379
17,14,2,78
18,13,2,441
19,19,5,459
20,4,1,20
21,9,4,174
22,11,1,176
23,20,3,483
24,8,2,268
25,16,3,382
26,4,5,318
27,19,4,24
28,6,5,28
29,4,3,476
30,16,4,486
31,18,5,260
32,8,4,284
33,1,4,488
34,2,3,463
35,12,5,203
36,1,2,278
37,5,5,264
38,1,5,317
39,1,2,21
40,2,3,213
41,2,4,287
42,2,4,239
43,11,3,367
44,16,5,478
45,2,5,314
46,12,4,92
47,17,5,101
48,11,5,261
49,17,5,367
50,16,2,211
51,20,3,442
52,15,3,302
53,8,3,105
54,18,5,289
55,20,1,86
56,8,3,80
57,9,2,345
58,3,5,57
59,5,5,285
60,4,1,119
61,7,1,61
62,13,2,11
63,15,5,40
64,11,5,303
65,12,4,471
66,20,5,95
67,1,2,494
68,18,3,450
69,14,4,451
70,7,4,411
71,7,1,315
72,15,4,207
73,7,4,390
74,12,4,85
75,2,5,72
76,10,1,282
77,2,4,486
78,16,3,375
79,19,3,278
80,18,2,172
81,10,5,384
82,9,2,125
83,15,2,473
84,15,1,296
85,12,2,93
86,11,2,274
87,2,2,445
88,15,2,139
89,2,3,404
90,4,4,500
91,3,2,270
92,6,4,94
93,19,1,254
94,15,2,14
95,19,3,471
96,13,2,336
97,14,4,242
98,16,2,154
99,17,5,417
100,14,5,385
101,10,3,101
102,2,5,490
103,6,2,373
104,4,4,117
105,16,5,209
106,10,4,420
107,11,2,439
108,13,4,457
109,17,3,432
110,4,4,374
111,3,2,188
112,19,2,264
113,9,1,298
114,16,4,432
115,20,3,369
116,5,5,468
117,4,1,298
118,17,5,252
119,1,4,16
120,10,4,33
121,2,1,184
122,20,1,23
123,7,2,402
124,20,2,479
125,12,5,163
126,14,1,176
127,14,1,248
128,6,2,11
129,18,4,220
130,13,4,19
131,12,1,267
132,15,2,196
133,3,3,436
134,8,4,397
135,20,2,265
136,3,2,167
137,18,2,66
138,8,3,146
139,9,5,127
140,11,5,124
141,16,4,16
142,10,1,394
143,9,4,159
144,1,5,52
145,7,4,401
146,12,2,353
147,1,1,448
148,18,1,210
149,11,3,426
150,11,3,491
151,7,2,371
152,19,3,148
153,13,1,18
154,17,3,161
155,2,5,27
156,2,1,282
157,13,2,368
158,20,1,186
159,16,2,475
160,5,4,277
161,18,3,196
162,6,2,128
163,8,1,292
164,20,4,154
165,2,4,18
166,9,4,278
