0,9,1,153
1,16,2,286
2,20,4,460
3,3,5,495
4,20,2,107
5,3,2,105
6,12,1,106
7,13,3,25
8,2,5,134
9,3,3,67
10,7,1,419
11,18,4,24
12,2,5,76
13,7,1,478
14,5,5,94
15,10,1,331
16,20,1,237
17,3,2,338
18,20,5,35
19,20,3,366
20,9,5,433
21,11,4,217
22,1,3,259
23,13,1,276
24,1,3,376
25,6,5,382
26,7,4,195
27,1,2,399
28,2,2,287
29,11,5,56
30,15,3,443
31,17,1,232
32,18,1,494
33,19,2,177
34,11,1,276
35,5,2,269
36,16,5,53
37,13,5,417
38,8,4,330
39,11,3,273
40,7,2,256
41,18,1,97
42,20,5,195
43,15,1,67
44,16,5,236
45,17,1,116
46,13,4,64
47,15,4,148
48,14,4,475
49,1,4,303
50,9,2,173
51,8,2,301
52,4,1,473
53,8,1,260
54,8,4,473
55,14,3,290
56,18,4,243
57,18,3,23
58,2,1,125
59,17,5,377
60,6,5,441
61,6,2,40
62,4,1,223
63,11,4,316
64,10,5,63
65,6,2,236
66,10,3,392
67,11,4,399
68,6,4,204
69,19,4,146
70,19,4,84
71,6,5,27
72,11,1,25
73,11,3,432
74,14,4,34
75,20,5,440
76,20,1,15
77,14,1,310
78,1,2,176
79,20,4,387
80,4,2,404
81,11,1,139
82,6,1,189
83,4,4,233
84,7,2,355
85,18,4,354
86,3,3,148
87,5,4,298
88,2,1,394
89,15,4,394
90,15,4,460
91,20,2,452
92,4,2,439
93,12,4,340
94,9,3,347
95,12,3,354
96,10,1,254
97,16,2,304
98,14,4,395
99,10,5,72
